id,title,wards,point,createdOn,modifiedOn,titleNe,description,cause,verified,verificationMessage,approved,polygon,incidentOn,reportedOn,streetAddress,detail,needFollowup,region,regionId,dataSourceId,dataSource,source,event,hazard,loss,createdBy,updatedBy,hazard_name,month,year
39674,Landslide at Marsyangdi Rural Municipality-6,[977],"{'type': 'Point', 'coordinates': [84.48513432, 28.40651992]}",2020-02-28T05:08:17.234958+05:45,2025-10-28T15:53:02.228328+05:45,,,,True,,True,,2018-09-11 18:15:00+00:00,2018-09-14T13:02:57+05:45,,,False,,,39674,drr_api,nepal_police,,17,419723,,,landslide,9,2018
39673,Landslide at Marsyangdi Rural Municipality-3,[1023],"{'type': 'Point', 'coordinates': [84.3268337, 28.36927197]}",2020-02-28T05:08:17.314442+05:45,2025-10-28T15:53:02.246105+05:45,,,,True,,True,,2018-09-11 18:15:00+00:00,2018-09-14T13:00:42+05:45,,,False,,,39673,drr_api,nepal_police,,17,419725,,,landslide,9,2018
35923,"Landslide at Rubibyali-1, Netrawati Dabjong Rural Municipality-1",[3169],"{'type': 'Point', 'coordinates': [84.94688, 28.00638]}",2020-02-28T05:16:08.358526+05:45,2025-10-28T15:54:08.632561+05:45,,,,True,,True,,2017-10-12 18:15:00+00:00,2017-10-15T00:00:00+05:45,Rubibyali-1,,False,,,35923,drr_api,other,,17,422891,,,landslide,10,2017
35513,Flood at Ghorahi Submetropolitan City-5,[3932],"{'type': 'Point', 'coordinates': [82.44665, 27.9672]}",2020-02-28T05:16:39.688964+05:45,2025-10-28T15:54:15.685124+05:45,,,,True,,True,,2017-08-12 18:15:00+00:00,2017-08-14T00:00:00+05:45,,,False,,,35513,drr_api,nepal_police,,11,423270,,,flood,8,2017
35794,"Landslide at Phaktanglung-5, Phaktanglung Rural Municipality-6",[1817],"{'type': 'Point', 'coordinates': [87.82613, 27.60988]}",2020-02-28T05:16:20.274513+05:45,2025-10-28T15:54:10.798945+05:45,,,,True,,True,,2017-08-24 18:15:00+00:00,2017-08-30T11:17:28+05:45,Phaktanglung-5,,False,,,35794,drr_api,nepal_police,,17,422971,,,landslide,8,2017
35674,"Flood at Rapti-6, Bharatpur Metropolitan City-14",[2201],"{'type': 'Point', 'coordinates': [84.36001, 27.61645]}",2020-02-28T05:16:29.438315+05:45,2025-10-28T15:54:13.150674+05:45,,,,True,,True,,2017-08-12 18:15:00+00:00,2017-08-27T00:00:00+05:45,Rapti-6,,False,,,35674,drr_api,other,,11,423093,,,flood,8,2017
35671,"Flood at Jhapa-2, Barhadashi Rural Municipality-7",[6321],"{'type': 'Point', 'coordinates': [87.91446, 26.58323]}",2020-02-28T05:16:29.655629+05:45,2025-10-28T15:54:13.204010+05:45,,,,True,,True,,2017-08-12 18:15:00+00:00,2017-08-27T00:00:00+05:45,Jhapa-2,,False,,,35671,drr_api,other,,11,423098,,,flood,8,2017
35670,Landslide at Madhyabindu Municipality-15,[3534],"{'type': 'Point', 'coordinates': [84.00745, 27.61064]}",2020-02-28T05:16:29.728541+05:45,2025-10-28T15:54:13.219610+05:45,,,,True,,True,,2017-08-15 18:15:00+00:00,2017-08-27T00:00:00+05:45,,,False,,,35670,drr_api,nepal_police,,17,423099,,,landslide,8,2017
35669,"Landslide at Ron-2, Illam Municipality-12",[3346],"{'type': 'Point', 'coordinates': [87.89616, 26.88507]}",2020-02-28T05:16:29.795345+05:45,2025-10-28T15:54:13.234742+05:45,,,,True,,True,,2017-08-15 18:15:00+00:00,2017-08-27T00:00:00+05:45,Ron-2,,False,,,35669,drr_api,nepal_police,,17,423100,,,landslide,8,2017
35666,Flood at Rapti Sonari Rural Municipality-2,[2164],"{'type': 'Point', 'coordinates': [81.84765, 28.09534]}",2020-02-28T05:16:30.021090+05:45,2025-10-28T15:54:13.284253+05:45,,,,True,,True,,2017-08-15 18:15:00+00:00,2017-08-27T00:00:00+05:45,,,False,,,35666,drr_api,nepal_police,,11,423104,,,flood,8,2017
35665,Flood at Ghorahi Submetropolitan City-5,[3932],"{'type': 'Point', 'coordinates': [82.44665, 27.9672]}",2020-02-28T05:16:30.087058+05:45,2025-10-28T15:54:13.302654+05:45,,,,True,,True,,2017-08-14 18:15:00+00:00,2017-08-27T00:00:00+05:45,,,False,,,35665,drr_api,nepal_police,,11,423105,,,flood,8,2017
35661,"Flood at Bahadarshi-4, Barhadashi Rural Municipality-7",[6321],"{'type': 'Point', 'coordinates': [87.91446, 26.58323]}",2020-02-28T05:16:30.339981+05:45,2025-10-28T15:54:13.364884+05:45,,,,True,,True,,2017-08-13 18:15:00+00:00,2017-08-27T00:00:00+05:45,Bahadarshi-4,,False,,,35661,drr_api,nepal_police,,11,423109,,,flood,8,2017
35660,Flood at Makawanpurgadhi Rural Municipality-5,[2308],"{'type': 'Point', 'coordinates': [85.08797, 27.4427]}",2020-02-28T05:16:30.400797+05:45,2025-10-28T15:54:13.379551+05:45,,,,True,,True,,2017-08-13 18:15:00+00:00,2017-08-27T00:00:00+05:45,,,False,,,35660,drr_api,nepal_police,,11,423111,,,flood,8,2017
35659,"Flood at Madhi-9, Bharatpur Metropolitan City-14",[2201],"{'type': 'Point', 'coordinates': [84.36001, 27.61645]}",2020-02-28T05:16:30.469658+05:45,2025-10-28T15:54:13.398020+05:45,,,,True,,True,,2017-08-13 18:15:00+00:00,2017-08-27T00:00:00+05:45,Madhi-9,,False,,,35659,drr_api,nepal_police,,11,423113,,,flood,8,2017
35657,"Landslide at Chhabis Pathibhera-7, Surma Rural Municipality-1",[164],"{'type': 'Point', 'coordinates': [81.15534, 29.7171]}",2020-02-28T05:16:30.543734+05:45,2025-10-28T15:54:13.414229+05:45,,,,True,,True,,2017-08-13 18:15:00+00:00,2017-08-27T00:00:00+05:45,Chhabis Pathibhera-7,,False,,,35657,drr_api,nepal_police,,17,423115,,,landslide,8,2017
35555,"Flood at Isanath-9, Brindaban Municipality-6",[4067],"{'type': 'Point', 'coordinates': [85.33443, 26.98914]}",2020-02-28T05:16:37.093337+05:45,2025-10-28T15:54:15.062737+05:45,,,,True,,True,,2017-08-12 18:15:00+00:00,2017-08-14T00:00:00+05:45,Isanath-9,,False,,,35555,drr_api,nepal_police,,11,423225,,,flood,8,2017
64384,"Landslide at Sirantal , Nashong Rural Municipality-1",[1031],"{'type': 'Point', 'coordinates': [84.37288052, 28.47360432]}",2023-05-25T10:16:19.278672+05:45,2025-10-28T15:53:39.044663+05:45,"गण्डकी, मनाङ्ग, नासोँ-१ मा पहिरो",,,True,,True,,2023-05-23 18:15:00+00:00,2023-05-25T10:03:37+05:45,Sirantal ,,False,,,60377,drr_api,other,,17,421810,,,landslide,5,2023
35655,"Landslide at Shantichok, Illam Municipality-12",[3346],"{'type': 'Point', 'coordinates': [87.89616, 26.88507]}",2020-02-28T05:16:30.678849+05:45,2025-10-28T15:54:13.448105+05:45,,,,True,,True,,2017-08-12 18:15:00+00:00,2017-08-27T00:00:00+05:45,Shantichok,,False,,,35655,drr_api,nepal_police,,17,423118,,,landslide,8,2017
35654,Flood at Golbazar Municipality-13,[4551],"{'type': 'Point', 'coordinates': [86.3336, 26.7425]}",2020-02-28T05:16:30.744562+05:45,2025-10-28T15:54:13.463480+05:45,,,,True,,True,,2017-08-13 18:15:00+00:00,2017-08-27T00:00:00+05:45,,,False,,,35654,drr_api,nepal_police,,11,34297,,,flood,8,2017
35653,Flood at Golbazar Municipality-13,[4551],"{'type': 'Point', 'coordinates': [86.3336, 26.7425]}",2020-02-28T05:16:30.807297+05:45,2025-10-28T15:54:13.479026+05:45,,,,True,,True,,2017-08-13 18:15:00+00:00,2017-08-27T00:00:00+05:45,,,False,,,35653,drr_api,nepal_police,,11,34298,,,flood,8,2017
35652,Flood at Tillotama Municipality-14,[4337],"{'type': 'Point', 'coordinates': [83.42932, 27.57833]}",2020-02-28T05:16:30.861246+05:45,2025-10-28T15:54:13.493220+05:45,,,,True,,True,,2017-08-13 18:15:00+00:00,2017-08-27T00:00:00+05:45,,,False,,,35652,drr_api,nepal_police,,11,423120,,,flood,8,2017
35651,Flood at Madhyabindu Municipality-15,[3534],"{'type': 'Point', 'coordinates': [84.00745, 27.61064]}",2020-02-28T05:16:30.921229+05:45,2025-10-28T15:54:13.508817+05:45,,,,True,,True,,2017-08-13 18:15:00+00:00,2017-08-27T00:00:00+05:45,,,False,,,35651,drr_api,nepal_police,,11,423122,,,flood,8,2017
35649,"Flood at Palinandan-6, Madhyabindu Municipality-15",[3534],"{'type': 'Point', 'coordinates': [84.00745, 27.61064]}",2020-02-28T05:16:31.084941+05:45,2025-10-28T15:54:13.548523+05:45,,,,True,,True,,2017-08-13 18:15:00+00:00,2017-08-27T00:00:00+05:45,Palinandan-6,,False,,,35649,drr_api,nepal_police,,11,423124,,,flood,8,2017
35648,"Landslide at Rapti-13, Bharatpur Metropolitan City-14",[2201],"{'type': 'Point', 'coordinates': [84.36001, 27.61645]}",2020-02-28T05:16:31.151436+05:45,2025-10-28T15:54:13.567032+05:45,,,,True,,True,,2017-08-12 18:15:00+00:00,2017-08-27T00:00:00+05:45,Rapti-13,,False,,,35648,drr_api,nepal_police,,17,423125,,,landslide,8,2017
35383,"Flood at Budhiganga 2,3,5, Belbari Municipality-8",[5782],"{'type': 'Point', 'coordinates': [87.46726, 26.61037]}",2020-02-28T05:16:53.141327+05:45,2025-10-28T15:54:17.767821+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-13T00:00:00+05:45,"Budhiganga 2,3,5",,False,,,35383,drr_api,nepal_police,,11,423403,,,flood,8,2017
35342,Landslide at Illam Municipality-12,[3346],"{'type': 'Point', 'coordinates': [87.89616, 26.88507]}",2020-02-28T05:16:59.751762+05:45,2025-10-28T15:54:18.512582+05:45,,,,True,,True,,2017-08-07 18:15:00+00:00,2017-08-09T00:00:00+05:45,,,False,,,35342,drr_api,nepal_police,,17,34596,,,landslide,8,2017
35635,"Flood at Lamahi-2, Ghorahi Submetropolitan City-5",[3932],"{'type': 'Point', 'coordinates': [82.44665, 27.9672]}",2020-02-28T05:16:31.970746+05:45,2025-10-28T15:54:13.780616+05:45,,,,True,,True,,2017-08-15 18:15:00+00:00,2017-08-27T00:00:00+05:45,Lamahi-2,,False,,,35635,drr_api,nepal_police,,11,423139,,,flood,8,2017
35634,Flood at Illam Municipality-12,[3346],"{'type': 'Point', 'coordinates': [87.89616, 26.88507]}",2020-02-28T05:16:32.033597+05:45,2025-10-28T15:54:13.796502+05:45,,,,True,,True,,2017-08-15 18:15:00+00:00,2017-08-27T00:00:00+05:45,,,False,,,35634,drr_api,nepal_police,,11,423141,,,flood,8,2017
35633,Flood at Tillotama Municipality-14,[4337],"{'type': 'Point', 'coordinates': [83.42932, 27.57833]}",2020-02-28T05:16:32.099601+05:45,2025-10-28T15:54:13.811239+05:45,,,,True,,True,,2017-08-15 18:15:00+00:00,2017-08-27T00:00:00+05:45,,,False,,,35633,drr_api,nepal_police,,11,423142,,,flood,8,2017
35632,Flood at Haripur Municipality-3,[5654],"{'type': 'Point', 'coordinates': [85.57183, 26.96729]}",2020-02-28T05:16:32.156098+05:45,2025-10-28T15:54:13.827336+05:45,,,,True,,True,,2017-08-13 18:15:00+00:00,2017-08-27T10:40:42+05:45,,,False,,,35632,drr_api,other,,11,423143,,,flood,8,2017
35631,Flood at Brindaban Municipality-6,[4067],"{'type': 'Point', 'coordinates': [85.33443, 26.98914]}",2020-02-28T05:16:32.226453+05:45,2025-10-28T15:54:13.841352+05:45,,,,True,,True,,2017-08-14 18:15:00+00:00,2017-08-27T00:00:00+05:45,,,False,,,35631,drr_api,other,,11,423144,,,flood,8,2017
35630,Flood at Brindaban Municipality-6,[4067],"{'type': 'Point', 'coordinates': [85.33443, 26.98914]}",2020-02-28T05:16:32.285148+05:45,2025-10-28T15:54:13.855358+05:45,,,,True,,True,,2017-08-14 18:15:00+00:00,2017-08-27T00:00:00+05:45,,,False,,,35630,drr_api,other,,11,423146,,,flood,8,2017
35629,Landslide at Ghorahi Submetropolitan City-5,[3932],"{'type': 'Point', 'coordinates': [82.44665, 27.9672]}",2020-02-28T05:16:32.346800+05:45,2025-10-28T15:54:13.872223+05:45,,,,True,,True,,2017-08-14 18:15:00+00:00,2017-08-27T00:00:00+05:45,,,False,,,35629,drr_api,nepal_police,,17,423148,,,landslide,8,2017
35628,"Flood at Chaur Parti-6, Kamalbazar Municipality-7",[2600],"{'type': 'Point', 'coordinates': [81.30663, 29.06417]}",2020-02-28T05:16:32.399230+05:45,2025-10-28T15:54:13.886073+05:45,,,,True,,True,,2017-08-26 18:15:00+00:00,2017-08-27T00:00:00+05:45,Chaur Parti-6,,False,,,35628,drr_api,nepal_police,,11,423149,,,flood,8,2017
35627,Flood at Thori Rural Municipality-5,[4951],"{'type': 'Point', 'coordinates': [84.73056, 27.22317]}",2020-02-28T05:16:32.450817+05:45,2025-10-28T15:54:13.901678+05:45,,,,True,,True,,2017-08-14 18:15:00+00:00,2017-08-25T00:00:00+05:45,,,False,,,35627,drr_api,nepal_police,,11,423150,,,flood,8,2017
35597,"Flood at Gajura, Brindaban Municipality-6",[4067],"{'type': 'Point', 'coordinates': [85.33443, 26.98914]}",2020-02-28T05:16:34.468144+05:45,2025-10-28T15:54:14.378816+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-15T00:00:00+05:45,Gajura,,False,,,35597,drr_api,nepal_police,,11,423179,,,flood,8,2017
35592,"Flood at Pardrashi, Barhadashi Rural Municipality-7",[6321],"{'type': 'Point', 'coordinates': [87.91446, 26.58323]}",2020-02-28T05:16:34.784228+05:45,2025-10-28T15:54:14.460471+05:45,,,,True,,True,,2017-08-13 18:15:00+00:00,2017-08-15T00:00:00+05:45,Pardrashi,,False,,,35592,drr_api,nepal_police,,11,423185,,,flood,8,2017
35590,"Flood at Durga bhagwati, Brindaban Municipality-6",[4067],"{'type': 'Point', 'coordinates': [85.33443, 26.98914]}",2020-02-28T05:16:34.901702+05:45,2025-10-28T15:54:14.490411+05:45,,,,True,,True,,2017-08-12 18:15:00+00:00,2017-08-15T00:00:00+05:45,Durga bhagwati,,False,,,35590,drr_api,nepal_police,,11,423187,,,flood,8,2017
35589,Flood at Brindaban Municipality-6,[4067],"{'type': 'Point', 'coordinates': [85.33443, 26.98914]}",2020-02-28T05:16:34.957258+05:45,2025-10-28T15:54:14.504118+05:45,,,,True,,True,,2017-08-12 18:15:00+00:00,2017-08-15T00:00:00+05:45,,,False,,,35589,drr_api,nepal_police,,11,423188,,,flood,8,2017
35551,Flood at Brindaban Municipality-6,[4067],"{'type': 'Point', 'coordinates': [85.33443, 26.98914]}",2020-02-28T05:16:37.338256+05:45,2025-10-28T15:54:15.125835+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-14T00:00:00+05:45,,,False,,,35551,drr_api,nepal_police,,11,423230,,,flood,8,2017
35550,Flood at Aurahi Municipality-2,[6012],"{'type': 'Point', 'coordinates': [85.81298, 26.88482]}",2020-02-28T05:16:37.398351+05:45,2025-10-28T15:54:15.138712+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-14T00:00:00+05:45,,,False,,,35550,drr_api,nepal_police,,11,423231,,,flood,8,2017
35549,Flood at Gauriganga Municipality-9,[5399],"{'type': 'Point', 'coordinates': [80.89463, 28.74013]}",2020-02-28T05:16:37.457684+05:45,2025-10-28T15:54:15.155920+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-14T00:00:00+05:45,,,False,,,35549,drr_api,nepal_police,,11,423232,,,flood,8,2017
35548,"Flood at Sahidlakhan-5, Dharche Rural Municipality-5",[3363],"{'type': 'Point', 'coordinates': [84.8101, 28.27345]}",2020-02-28T05:16:37.534339+05:45,2025-10-28T15:54:15.170942+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-14T00:00:00+05:45,Sahidlakhan-5,,False,,,35548,drr_api,nepal_police,,11,423233,,,flood,8,2017
35547,"Flood at Bagmati-2, Konjyosom Rural Municipality-4",[2010],"{'type': 'Point', 'coordinates': [85.33968, 27.54796]}",2020-02-28T05:16:37.599807+05:45,2025-10-28T15:54:15.184318+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-14T00:00:00+05:45,Bagmati-2,,False,,,35547,drr_api,nepal_police,,11,423234,,,flood,8,2017
35546,Flood at Khumbupasanglahmu Rural Municipality-3,[1730],"{'type': 'Point', 'coordinates': [86.68194, 27.72488]}",2020-02-28T05:16:37.674470+05:45,2025-10-28T15:54:15.200392+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-14T00:00:00+05:45,,,False,,,35546,drr_api,nepal_police,,11,423236,,,flood,8,2017
35545,Flood at Belbari Municipality-8,[5782],"{'type': 'Point', 'coordinates': [87.46726, 26.61037]}",2020-02-28T05:16:37.753482+05:45,2025-10-28T15:54:15.216432+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-14T00:00:00+05:45,,,False,,,35545,drr_api,nepal_police,,11,423237,,,flood,8,2017
35544,"Flood at Jahada-3, Belbari Municipality-8",[5782],"{'type': 'Point', 'coordinates': [87.46726, 26.61037]}",2020-02-28T05:16:37.790441+05:45,2025-10-28T15:54:15.231091+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-14T00:00:00+05:45,Jahada-3,,False,,,35544,drr_api,nepal_police,,11,423238,,,flood,8,2017
35543,Flood at Rupani Rural Municipality-6,[4471],"{'type': 'Point', 'coordinates': [86.75179, 26.60701]}",2020-02-28T05:16:37.855575+05:45,2025-10-28T15:54:15.245636+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-14T00:00:00+05:45,,,False,,,35543,drr_api,nepal_police,,11,423239,,,flood,8,2017
35542,Flood at Rupani Rural Municipality-6,[4471],"{'type': 'Point', 'coordinates': [86.75179, 26.60701]}",2020-02-28T05:16:37.914605+05:45,2025-10-28T15:54:15.260278+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-14T00:00:00+05:45,,,False,,,35542,drr_api,nepal_police,,11,34403,,,flood,8,2017
35541,"Flood at Jhapa-5,6,7, Barhadashi Rural Municipality-7",[6321],"{'type': 'Point', 'coordinates': [87.91446, 26.58323]}",2020-02-28T05:16:37.971449+05:45,2025-10-28T15:54:15.275051+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-14T00:00:00+05:45,"Jhapa-5,6,7",,False,,,35541,drr_api,nepal_police,,11,423240,,,flood,8,2017
35540,Flood at Barhadashi Rural Municipality-7,[6321],"{'type': 'Point', 'coordinates': [87.91446, 26.58323]}",2020-02-28T05:16:38.025426+05:45,2025-10-28T15:54:15.291065+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-14T00:00:00+05:45,,,False,,,35540,drr_api,nepal_police,,11,423242,,,flood,8,2017
35539,"Flood at Rajapur-3, Brindaban Municipality-6",[4067],"{'type': 'Point', 'coordinates': [85.33443, 26.98914]}",2020-02-28T05:16:38.088432+05:45,2025-10-28T15:54:15.304696+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-14T00:00:00+05:45,Rajapur-3,,False,,,35539,drr_api,nepal_police,,11,423243,,,flood,8,2017
35538,Flood at Brindaban Municipality-6,[4067],"{'type': 'Point', 'coordinates': [85.33443, 26.98914]}",2020-02-28T05:16:38.140063+05:45,2025-10-28T15:54:15.317867+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-14T00:00:00+05:45,,,False,,,35538,drr_api,nepal_police,,11,423244,,,flood,8,2017
35537,"Flood at Madhawanarayan-8, Brindaban Municipality-6",[4067],"{'type': 'Point', 'coordinates': [85.33443, 26.98914]}",2020-02-28T05:16:38.195534+05:45,2025-10-28T15:54:15.331231+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-14T00:00:00+05:45,Madhawanarayan-8,,False,,,35537,drr_api,nepal_police,,11,423245,,,flood,8,2017
35536,"Flood at Madhawannarayan-8, Brindaban Municipality-6",[4067],"{'type': 'Point', 'coordinates': [85.33443, 26.98914]}",2020-02-28T05:16:38.256742+05:45,2025-10-28T15:54:15.344083+05:45,,,,True,,True,,2017-08-11 18:15:00+00:00,2017-08-14T00:00:00+05:45,Madhawannarayan-8,,False,,,35536,drr_api,nepal_police,,11,423246,,,flood,8,2017
